,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Category,Age Index,EnvironmentSatisfaction_Category,WorkLifeBalance_Category,JobInvolvement_Category
120,30,No,Travel_Frequently,1312,Research & Development,23,Life Sciences,1,Male,96,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,Bachelor,Millenials 24-38 Y,Low,Medium,Bad
121,33,No,Non-Travel,750,Sales,22,Marketing,3,Male,95,3,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,Bachelor,Millenials 24-38 Y,High,Best,Better
122,56,Yes,Travel_Rarely,441,Research & Development,14,Life Sciences,2,Female,72,3,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,Master,Gen Boomers >= 55 Y,Medium,High,Better
123,51,No,Travel_Rarely,684,Research & Development,6,Life Sciences,1,Male,51,3,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,Bachelor,Gen X 39-54 Y,Low,High,Better
124,31,Yes,Travel_Rarely,249,Sales,6,Life Sciences,2,Male,76,1,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,Master,Millenials 24-38 Y,Medium,Medium,Bad
125,26,No,Travel_Rarely,841,Research & Development,6,Other,3,Female,46,2,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,Bachelor,Millenials 24-38 Y,High,Medium,Good
126,58,Yes,Travel_Rarely,147,Research & Development,23,Medical,4,Female,94,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,Master,Gen Boomers >= 55 Y,Very High,Medium,Better
127,19,Yes,Travel_Rarely,528,Sales,22,Marketing,4,Male,50,3,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,Bachelor,Gen Z 18 - 23 Y,Very High,Medium,Better
128,22,No,Travel_Rarely,594,Research & Development,2,Technical Degree,3,Male,100,3,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,Bachelor,Gen Z 18 - 23 Y,High,High,Better
129,49,No,Travel_Rarely,470,Research & Development,20,Medical,3,Female,96,3,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,Master,Gen X 39-54 Y,High,Medium,Better
130,43,No,Travel_Frequently,957,Research & Development,28,Medical,2,Female,72,4,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,Bachelor,Gen X 39-54 Y,Medium,High,Very High
131,50,No,Travel_Frequently,809,Sales,12,Marketing,3,Female,77,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,Bachelor,Gen X 39-54 Y,High,High,Better
132,31,Yes,Travel_Rarely,542,Sales,20,Life Sciences,2,Female,71,1,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,Bachelor,Millenials 24-38 Y,Medium,High,Bad
133,41,No,Travel_Rarely,802,Sales,9,Life Sciences,3,Male,96,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,Bachelor,Gen X 39-54 Y,High,High,Better
134,26,No,Travel_Rarely,1355,Human Resources,25,Life Sciences,3,Female,61,3,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,Bachelor,Millenials 24-38 Y,High,High,Better
135,36,No,Travel_Rarely,216,Research & Development,6,Medical,2,Male,84,3,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,Bachelor,Millenials 24-38 Y,Medium,High,Better
136,51,Yes,Travel_Frequently,1150,Research & Development,8,Life Sciences,1,Male,53,1,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,Master,Gen X 39-54 Y,Low,High,Bad
137,39,No,Travel_Rarely,1329,Sales,4,Life Sciences,4,Female,47,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,Master,Gen X 39-54 Y,Very High,Best,Good
138,25,No,Travel_Rarely,959,Sales,28,Life Sciences,1,Male,41,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,Bachelor,Millenials 24-38 Y,Low,High,Good
139,30,No,Travel_Rarely,1240,Human Resources,9,Human Resources,3,Male,48,3,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,Bachelor,Millenials 24-38 Y,High,Low,Better
140,32,Yes,Travel_Rarely,1033,Research & Development,9,Medical,1,Female,41,3,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,Bachelor,Millenials 24-38 Y,Low,Best,Better
141,45,No,Travel_Rarely,1316,Research & Development,29,Medical,3,Male,83,3,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,Bachelor,Gen X 39-54 Y,High,Medium,Better
142,38,No,Travel_Rarely,364,Research & Development,3,Technical Degree,4,Female,32,3,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,Doctor,Millenials 24-38 Y,Very High,High,Better
143,30,No,Travel_Rarely,438,Research & Development,18,Life Sciences,1,Female,75,3,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,Bachelor,Millenials 24-38 Y,Low,Medium,Better
144,32,No,Travel_Frequently,689,Sales,9,Medical,4,Male,35,1,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,Bachelor,Millenials 24-38 Y,Very High,Best,Bad
145,30,No,Travel_Rarely,201,Research & Development,5,Technical Degree,4,Female,84,3,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
146,30,No,Travel_Rarely,1427,Research & Development,2,Medical,2,Male,35,2,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,Bachelor,Millenials 24-38 Y,Medium,High,Good
147,41,No,Travel_Frequently,857,Research & Development,10,Life Sciences,4,Male,91,2,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,Bachelor,Gen X 39-54 Y,Very High,Medium,Good
148,41,No,Travel_Rarely,933,Research & Development,9,Life Sciences,3,Male,94,3,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,Master,Gen X 39-54 Y,High,High,Better
149,19,No,Travel_Rarely,1181,Research & Development,3,Medical,2,Female,79,3,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,Bachelor,Gen Z 18 - 23 Y,Medium,High,Better
150,40,No,Travel_Frequently,1395,Research & Development,26,Medical,2,Female,54,3,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,Bachelor,Gen X 39-54 Y,Medium,High,Better
151,35,No,Travel_Rarely,662,Sales,1,Marketing,3,Male,94,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,Doctor,Millenials 24-38 Y,High,High,Better
152,53,No,Travel_Rarely,1436,Sales,6,Marketing,2,Male,34,3,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,Bachelor,Gen X 39-54 Y,Medium,Low,Better
153,45,No,Travel_Rarely,194,Research & Development,9,Life Sciences,2,Male,60,3,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,Bachelor,Gen X 39-54 Y,Medium,Low,Better
154,32,No,Travel_Frequently,967,Sales,8,Marketing,2,Female,43,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,Bachelor,Millenials 24-38 Y,Medium,High,Better
155,29,No,Non-Travel,1496,Research & Development,1,Technical Degree,4,Male,41,3,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,Bachelor,Millenials 24-38 Y,Very High,High,Better
156,51,No,Travel_Rarely,1169,Research & Development,7,Medical,2,Male,34,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,Master,Gen X 39-54 Y,Medium,High,Good
157,58,No,Travel_Rarely,1145,Research & Development,9,Medical,2,Female,75,2,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,Bachelor,Gen Boomers >= 55 Y,Medium,Medium,Good
158,40,No,Travel_Rarely,630,Sales,4,Marketing,3,Male,67,2,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,Master,Gen X 39-54 Y,High,Medium,Good
159,34,No,Travel_Frequently,303,Sales,2,Marketing,3,Female,75,3,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,Master,Millenials 24-38 Y,High,High,Better
160,22,No,Travel_Rarely,1256,Research & Development,19,Medical,3,Male,80,3,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,Bachelor,Gen Z 18 - 23 Y,High,High,Better
161,27,No,Non-Travel,691,Research & Development,9,Medical,4,Male,57,3,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,Bachelor,Millenials 24-38 Y,Very High,Low,Better
162,28,No,Travel_Rarely,440,Research & Development,21,Medical,3,Male,42,3,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,Bachelor,Millenials 24-38 Y,High,Low,Better
163,57,No,Travel_Rarely,334,Research & Development,24,Life Sciences,3,Male,83,4,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Bachelor,Gen Boomers >= 55 Y,High,Low,Very High
164,27,No,Non-Travel,1450,Research & Development,3,Medical,3,Male,79,2,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Bachelor,Millenials 24-38 Y,High,Medium,Good
165,50,No,Travel_Rarely,1452,Research & Development,11,Life Sciences,3,Female,53,3,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,Bachelor,Gen X 39-54 Y,High,High,Better
166,41,No,Travel_Rarely,465,Research & Development,14,Life Sciences,1,Male,56,3,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,Bachelor,Gen X 39-54 Y,Low,High,Better
167,30,No,Travel_Rarely,1339,Sales,5,Life Sciences,2,Female,41,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,Bachelor,Millenials 24-38 Y,Medium,High,Better
168,38,No,Travel_Rarely,702,Sales,1,Life Sciences,1,Female,59,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,Master,Millenials 24-38 Y,Low,Best,Good
169,32,No,Travel_Rarely,120,Research & Development,6,Life Sciences,3,Male,43,3,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,Doctor,Millenials 24-38 Y,High,High,Better
170,27,No,Travel_Rarely,1157,Research & Development,17,Technical Degree,3,Male,51,3,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Bachelor,Millenials 24-38 Y,High,Medium,Better
171,19,Yes,Travel_Frequently,602,Sales,1,Technical Degree,3,Female,100,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,Bachelor,Gen Z 18 - 23 Y,High,Best,Bad
172,36,No,Travel_Frequently,1480,Research & Development,3,Medical,4,Male,30,3,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
173,30,No,Non-Travel,111,Research & Development,9,Medical,3,Male,66,3,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,Bachelor,Millenials 24-38 Y,High,High,Better
174,45,No,Travel_Rarely,1268,Sales,4,Life Sciences,3,Female,30,3,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,Bachelor,Gen X 39-54 Y,High,Best,Better
175,56,No,Travel_Rarely,713,Research & Development,8,Life Sciences,3,Female,67,3,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,Bachelor,Gen Boomers >= 55 Y,High,High,Better
176,33,No,Travel_Rarely,134,Research & Development,2,Life Sciences,3,Male,90,3,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,Bachelor,Millenials 24-38 Y,High,Best,Better
177,19,Yes,Travel_Rarely,303,Research & Development,2,Life Sciences,2,Male,47,2,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,Bachelor,Gen Z 18 - 23 Y,Medium,Medium,Good
178,46,No,Travel_Rarely,526,Sales,1,Marketing,2,Female,92,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,Bachelor,Gen X 39-54 Y,Medium,High,Better
179,38,No,Travel_Rarely,1380,Research & Development,9,Life Sciences,3,Female,75,3,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,Bachelor,Millenials 24-38 Y,High,High,Better
180,31,No,Travel_Rarely,140,Research & Development,12,Medical,3,Female,95,3,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,Bachelor,Millenials 24-38 Y,High,High,Better
181,34,No,Travel_Rarely,629,Research & Development,27,Medical,4,Female,95,3,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,Bachelor,Millenials 24-38 Y,Very High,High,Better
182,41,Yes,Travel_Rarely,1356,Sales,20,Marketing,2,Female,70,3,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,Bachelor,Gen X 39-54 Y,Medium,Medium,Better
183,50,No,Travel_Rarely,328,Research & Development,1,Medical,3,Male,86,2,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,Bachelor,Gen X 39-54 Y,High,Medium,Good
184,53,No,Travel_Rarely,1084,Research & Development,13,Medical,4,Female,57,4,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,Bachelor,Gen X 39-54 Y,Very High,High,Very High
185,33,No,Travel_Rarely,931,Research & Development,14,Medical,4,Female,72,3,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,Bachelor,Millenials 24-38 Y,Very High,High,Better
186,40,No,Travel_Rarely,989,Research & Development,4,Medical,4,Female,46,3,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,Bachelor,Gen X 39-54 Y,Very High,High,Better
187,55,No,Travel_Rarely,692,Research & Development,14,Medical,3,Male,61,4,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,Master,Gen Boomers >= 55 Y,High,High,Very High
188,34,No,Travel_Frequently,1069,Research & Development,2,Life Sciences,4,Male,45,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9,Bachelor,Millenials 24-38 Y,Very High,Medium,Good
189,51,No,Travel_Rarely,313,Research & Development,3,Medical,4,Female,98,3,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,Bachelor,Gen X 39-54 Y,Very High,High,Better
190,52,No,Travel_Rarely,699,Research & Development,1,Life Sciences,3,Male,65,2,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,Master,Gen X 39-54 Y,High,High,Good
191,27,No,Travel_Rarely,894,Research & Development,9,Medical,4,Female,99,3,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
192,35,Yes,Travel_Rarely,556,Research & Development,23,Life Sciences,2,Male,50,2,Manufacturing Director,3,Married,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1,Bachelor,Millenials 24-38 Y,Medium,High,Good
193,43,No,Non-Travel,1344,Research & Development,7,Medical,4,Male,37,4,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2,Bachelor,Gen X 39-54 Y,Very High,Best,Very High
194,45,No,Non-Travel,1195,Research & Development,2,Medical,1,Male,65,2,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,Bachelor,Gen X 39-54 Y,Low,High,Good
195,37,No,Travel_Rarely,290,Research & Development,21,Life Sciences,2,Male,65,4,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,Bachelor,Millenials 24-38 Y,Medium,Medium,Very High
196,35,No,Travel_Frequently,138,Research & Development,2,Medical,2,Female,37,3,Laboratory Technician,2,Single,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2,Bachelor,Millenials 24-38 Y,Medium,High,Better
197,42,No,Non-Travel,926,Research & Development,21,Medical,3,Female,36,3,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2,Bachelor,Gen X 39-54 Y,High,High,Better
198,38,No,Travel_Rarely,1261,Research & Development,2,Life Sciences,4,Male,88,3,Manufacturing Director,3,Married,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0,Master,Millenials 24-38 Y,Very High,High,Better
199,38,No,Travel_Rarely,1084,Research & Development,29,Technical Degree,4,Male,54,3,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7,Bachelor,Millenials 24-38 Y,Very High,Low,Better
200,27,No,Travel_Frequently,472,Research & Development,1,Technical Degree,3,Male,60,2,Manufacturing Director,1,Married,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0,Bachelor,Millenials 24-38 Y,High,High,Good
201,49,No,Non-Travel,1002,Research & Development,18,Life Sciences,4,Male,92,3,Manufacturing Director,4,Divorced,6804,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7,Master,Gen X 39-54 Y,Very High,High,Better
202,34,No,Travel_Frequently,878,Research & Development,10,Medical,4,Male,43,3,Research Scientist,3,Divorced,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0,Master,Millenials 24-38 Y,Very High,Best,Better
203,40,No,Travel_Rarely,905,Research & Development,19,Medical,3,Male,99,3,Laboratory Technician,4,Married,2741,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7,Bachelor,Gen X 39-54 Y,High,Best,Better
204,38,Yes,Travel_Rarely,1180,Research & Development,29,Medical,2,Male,70,3,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Medium,High,Better
205,29,Yes,Travel_Rarely,121,Sales,27,Marketing,2,Female,35,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9,Bachelor,Millenials 24-38 Y,Medium,Medium,Better
206,22,No,Travel_Rarely,1136,Research & Development,5,Life Sciences,4,Male,60,4,Research Scientist,2,Divorced,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2,Bachelor,Gen Z 18 - 23 Y,Very High,Medium,Very High
207,36,No,Travel_Frequently,635,Research & Development,18,Medical,2,Female,73,3,Laboratory Technician,4,Single,2153,7703,1,No,13,3,1,0,8,2,3,8,1,1,7,Bachelor,Millenials 24-38 Y,Medium,High,Better
208,40,No,Non-Travel,1151,Research & Development,9,Life Sciences,4,Male,63,2,Healthcare Representative,4,Married,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2,Doctor,Gen X 39-54 Y,Very High,Low,Good
209,46,No,Travel_Rarely,644,Research & Development,1,Medical,4,Male,97,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3,Master,Gen X 39-54 Y,Very High,High,Better
210,32,Yes,Travel_Rarely,1045,Sales,4,Medical,4,Male,32,1,Sales Executive,4,Married,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8,Master,Millenials 24-38 Y,Very High,Medium,Bad
211,30,No,Non-Travel,829,Research & Development,1,Life Sciences,3,Male,88,2,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8,Bachelor,Millenials 24-38 Y,High,High,Good
212,27,No,Travel_Frequently,1242,Sales,20,Life Sciences,4,Female,90,3,Sales Executive,3,Single,9981,12916,1,No,14,3,4,0,7,2,3,7,7,0,7,Bachelor,Millenials 24-38 Y,Very High,High,Better
213,51,No,Travel_Rarely,1469,Research & Development,8,Life Sciences,2,Male,81,2,Research Director,2,Married,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7,Master,Gen X 39-54 Y,Medium,Low,Good
214,30,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,4,Female,88,3,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4,Bachelor,Millenials 24-38 Y,Very High,High,Better
215,41,No,Travel_Rarely,896,Sales,6,Life Sciences,4,Female,75,3,Manager,4,Single,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0,Bachelor,Gen X 39-54 Y,Very High,High,Better
216,30,Yes,Travel_Frequently,334,Sales,26,Marketing,3,Female,52,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1,Master,Millenials 24-38 Y,High,Medium,Good
217,29,Yes,Travel_Rarely,992,Research & Development,1,Technical Degree,3,Male,85,3,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,Bachelor,Millenials 24-38 Y,High,Medium,Better
218,45,No,Non-Travel,1052,Sales,6,Medical,4,Female,57,2,Sales Executive,4,Single,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8,Bachelor,Gen X 39-54 Y,Very High,High,Good
219,54,No,Travel_Rarely,1147,Sales,3,Marketing,4,Female,52,3,Sales Executive,1,Married,5940,17011,2,No,14,3,4,1,16,4,3,6,2,0,5,Bachelor,Gen X 39-54 Y,Very High,High,Better
220,36,No,Travel_Rarely,1396,Research & Development,5,Life Sciences,4,Male,62,3,Laboratory Technician,2,Single,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7,Bachelor,Millenials 24-38 Y,Very High,Best,Better
221,33,No,Travel_Rarely,147,Research & Development,4,Medical,3,Female,47,2,Research Scientist,2,Married,2622,13248,6,No,21,4,4,0,7,3,3,3,2,1,1,Master,Millenials 24-38 Y,High,High,Good
222,37,No,Travel_Frequently,663,Research & Development,11,Other,2,Male,47,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7,Bachelor,Millenials 24-38 Y,Medium,High,Better
223,38,No,Travel_Rarely,119,Sales,3,Life Sciences,1,Male,76,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,Bachelor,Millenials 24-38 Y,Low,Medium,Better
224,31,No,Non-Travel,979,Research & Development,1,Medical,3,Male,90,1,Manufacturing Director,3,Married,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4,Master,Millenials 24-38 Y,High,High,Bad
225,59,No,Travel_Rarely,142,Research & Development,3,Life Sciences,3,Male,70,2,Research Scientist,4,Married,2177,8456,3,No,17,3,1,1,7,6,3,1,0,0,0,Bachelor,Gen Boomers >= 55 Y,High,High,Good
226,37,No,Travel_Frequently,319,Sales,4,Marketing,1,Male,41,3,Sales Representative,4,Divorced,2793,2539,4,No,17,3,3,1,13,2,3,9,8,5,8,Master,Millenials 24-38 Y,Low,High,Better
227,29,No,Travel_Frequently,1413,Sales,1,Medical,2,Female,42,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1,Bachelor,Millenials 24-38 Y,Medium,High,Better
228,35,No,Travel_Frequently,944,Sales,1,Marketing,3,Female,92,3,Sales Executive,3,Single,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8,Bachelor,Millenials 24-38 Y,High,Best,Better
229,29,Yes,Travel_Rarely,896,Research & Development,18,Medical,3,Male,86,2,Research Scientist,4,Single,2389,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1,Bachelor,Millenials 24-38 Y,High,Medium,Good
230,52,No,Travel_Rarely,1323,Research & Development,2,Life Sciences,3,Female,89,2,Laboratory Technician,4,Single,3212,3300,7,No,15,3,2,0,6,3,2,2,2,2,2,Bachelor,Gen X 39-54 Y,High,Medium,Good
231,42,No,Travel_Rarely,532,Research & Development,4,Technical Degree,3,Male,58,3,Manager,4,Married,19232,4933,1,No,11,3,4,0,22,3,3,22,17,11,15,Bachelor,Gen X 39-54 Y,High,High,Better
232,59,No,Travel_Rarely,818,Human Resources,6,Medical,2,Male,52,3,Human Resources,3,Married,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2,Bachelor,Gen Boomers >= 55 Y,Medium,Medium,Better
233,50,No,Travel_Rarely,854,Sales,1,Medical,4,Female,68,3,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6,Master,Gen X 39-54 Y,Very High,Medium,Better
234,33,Yes,Travel_Rarely,813,Research & Development,14,Medical,3,Male,58,3,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4,Bachelor,Millenials 24-38 Y,High,Low,Better
235,43,No,Travel_Rarely,1034,Sales,16,Marketing,4,Female,80,3,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9,Bachelor,Gen X 39-54 Y,Very High,High,Better
236,33,Yes,Travel_Rarely,465,Research & Development,2,Life Sciences,1,Female,39,3,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7,Bachelor,Millenials 24-38 Y,Low,Best,Better
